,hotel_id,datum_dolaska,datum_kreiranja_rezervacije,datum_odjave,datum_otkazivanja_rezervacije,broj_odraslih_gostiju,broj_djece_gostiju,zemlja_gosta,kanal_prodaje_id,tip_sobe_id,cijena_nocenja,status_rezervacije,rezervacija_id,gost_id,broj_nocenja,ukupno_placeno
13672,0,2017-08-26,2017-03-23,2017-08-29,2017-07-28,2,0.0,PRT,2,1,247.28809258207747,Canceled,1326895,1084359,3.0,741.8642777462323
13674,0,2017-08-26,2017-05-16,2017-08-30,2017-08-01,2,0.0,PRT,2,1,334.19913051242906,Canceled,1326897,1066920,4.0,1336.7965220497163
13676,0,2017-08-26,2017-02-07,2017-08-30,2017-04-04,2,2.0,ESP,2,0,250.5018386943919,Canceled,1326899,1011280,4.0,1002.0073547775676
13678,0,2017-08-26,2017-08-24,2017-08-31,2017-08-26,2,0.0,PRT,2,3,353.3355651107566,No-Show,1326901,1057506,5.0,1766.677825553783
13681,0,2017-08-26,2017-06-03,2017-09-02,2017-08-16,2,1.0,PRT,2,2,405.8733634552799,Canceled,1326904,1038140,7.0,2841.113544186959
13684,0,2017-08-26,2017-01-07,2017-09-02,2017-08-07,1,0.0,PRT,2,2,225.75079523836166,Canceled,1326907,1029791,7.0,1580.2555666685316
13685,0,2017-08-26,2017-01-31,2017-09-02,2017-07-22,2,2.0,ESP,2,4,426.13779280316743,Canceled,1326908,1002560,7.0,2982.964549622172
13687,0,2017-08-26,2016-09-17,2017-09-02,2017-07-02,2,0.0,GBR,2,1,178.61532949143572,Canceled,1326910,1006051,7.0,1250.30730644005
13689,0,2017-08-26,2017-07-30,2017-09-02,2017-08-10,2,2.0,IRL,2,4,475.5021875822401,Canceled,1326912,1008641,7.0,3328.5153130756808
13691,0,2017-08-26,2016-11-12,2017-09-02,2017-08-10,2,0.0,IRL,2,1,390.3994554130211,Canceled,1326914,1037631,7.0,2732.7961878911474
13693,0,2017-08-26,2016-08-05,2017-09-02,2017-07-18,2,0.0,ESP,0,5,618.7592045419499,Canceled,1326916,1005665,7.0,4331.314431793649
13694,0,2017-08-26,2017-02-02,2017-09-03,2017-07-17,2,0.0,PRT,2,1,154.3339816490399,Canceled,1326917,1090202,8.0,1234.6718531923193
13695,0,2017-08-26,2017-02-26,2017-09-05,2017-08-14,2,1.0,PRT,2,2,276.56932592910124,Canceled,1326918,1054272,10.0,2765.6932592910125
13697,0,2017-08-27,2016-11-21,2017-08-28,2017-06-26,2,0.0,PRT,2,1,352.1705191560624,Canceled,1326920,1090546,1.0,352.1705191560624
13698,0,2017-08-27,2017-07-27,2017-08-28,2017-08-04,2,0.0,PRT,2,2,130.92101089735417,Canceled,1326921,1096477,1.0,130.92101089735417
13699,0,2017-08-27,2017-01-31,2017-08-29,2017-07-11,2,2.0,USA,2,4,350.5979267654084,Canceled,1326922,1025673,2.0,701.1958535308167
13701,0,2017-08-27,2017-07-06,2017-08-29,2017-07-14,2,0.0,PRT,2,2,372.381060036243,Canceled,1326924,1059460,2.0,744.762120072486
13702,0,2017-08-27,2017-05-19,2017-08-30,2017-08-11,2,1.0,ESP,2,1,132.5270110714366,Canceled,1326925,1033819,3.0,397.58103321430974
13704,0,2017-08-27,2017-05-01,2017-08-30,2017-07-30,2,0.0,BEL,2,3,255.2894437064253,Canceled,1326927,1070904,3.0,765.8683311192758
13705,0,2017-08-27,2017-01-20,2017-08-30,2017-07-26,2,1.0,PRT,2,3,354.19000467376003,Canceled,1326928,1059879,3.0,1062.57001402128
13706,0,2017-08-27,2017-07-09,2017-08-31,2017-08-09,2,0.0,ESP,2,1,180.62540950918637,Canceled,1326929,1035351,4.0,722.5016380367455
13708,0,2017-08-27,2016-12-21,2017-09-01,2017-07-28,1,2.0,PRT,2,5,308.11827662806394,Canceled,1326931,1019748,5.0,1540.5913831403197
13709,0,2017-08-27,2017-05-30,2017-09-01,2017-07-28,1,1.0,PRT,2,5,374.60062319659534,Canceled,1326932,1034608,5.0,1873.0031159829766
13712,0,2017-08-27,2017-04-13,2017-09-03,2017-08-07,2,0.0,PRT,2,3,405.0944512807802,Canceled,1326935,1094480,7.0,2835.6611589654617
13714,0,2017-08-27,2017-01-27,2017-09-03,2017-08-07,2,0.0,PRT,2,3,242.92161936520048,Canceled,1326937,1050497,7.0,1700.4513355564034
13715,0,2017-08-27,2016-08-31,2017-09-03,2017-01-25,3,0.0,PRT,2,1,205.09004054011598,Canceled,1326938,1067709,7.0,1435.6302837808119
13717,0,2017-08-27,2017-03-15,2017-09-06,2017-08-27,2,0.0,PRT,2,3,140.64918248275885,No-Show,1326940,1028610,10.0,1406.4918248275885
13718,0,2017-08-28,2017-06-28,2017-08-30,2017-07-17,2,0.0,PRT,2,1,204.3057835091846,Canceled,1326941,1035309,2.0,408.6115670183692
13719,0,2017-08-28,2017-02-23,2017-08-30,2017-07-04,2,0.0,ESP,2,1,167.5315954603275,Canceled,1326942,1045365,2.0,335.063190920655
13722,0,2017-08-28,2017-05-17,2017-08-30,2017-07-04,2,0.0,ESP,2,1,247.42244886444306,Canceled,1326945,1104536,2.0,494.8448977288861
13723,0,2017-08-28,2016-11-28,2017-08-30,2017-07-04,2,0.0,ESP,2,1,81.33684049516324,Canceled,1326946,1029341,2.0,162.6736809903265
13724,0,2017-08-28,2017-03-29,2017-08-30,2017-07-17,2,0.0,PRT,2,1,145.99184471834147,Canceled,1326947,1025928,2.0,291.98368943668294
13725,0,2017-08-28,2017-03-14,2017-08-31,2017-08-06,2,0.0,ESP,2,1,202.69045900391126,Canceled,1326948,1069505,3.0,608.0713770117338
13726,0,2017-08-28,2017-04-13,2017-08-31,2017-07-27,1,0.0,LBN,2,3,211.62107496843777,Canceled,1326949,1046919,3.0,634.8632249053132
13729,0,2017-08-28,2017-03-13,2017-09-01,2017-07-03,2,0.0,PRT,2,2,123.98103351548477,Canceled,1326952,1104765,4.0,495.92413406193907
13730,0,2017-08-28,2017-05-19,2017-09-01,2017-06-29,2,0.0,ESP,2,1,188.3228826239545,Canceled,1326953,1099325,4.0,753.291530495818
13731,0,2017-08-28,2017-05-16,2017-09-01,2017-07-28,2,0.0,ESP,2,3,313.38362498450056,Canceled,1326954,1086058,4.0,1253.5344999380022
13732,0,2017-08-28,2017-08-13,2017-09-01,2017-08-14,2,0.0,ESP,2,1,315.2281199665043,Canceled,1326955,1003201,4.0,1260.9124798660173
13733,0,2017-08-28,2016-12-21,2017-09-01,2017-08-06,2,2.0,ESP,2,4,429.7814821561538,Canceled,1326956,1029048,4.0,1719.1259286246152
13734,0,2017-08-28,2016-11-15,2017-09-02,2017-06-26,2,0.0,ESP,2,2,212.11162748341988,Canceled,1326957,1094856,5.0,1060.5581374170995
13735,0,2017-08-28,2017-02-08,2017-09-02,2017-08-26,2,0.0,ESP,2,3,255.83336382704306,Canceled,1326958,1071444,5.0,1279.1668191352153
13736,0,2017-08-28,2017-03-11,2017-09-02,2017-06-26,2,0.0,ESP,2,2,198.71873334855712,Canceled,1326959,1090772,5.0,993.5936667427857
13737,0,2017-08-28,2017-03-23,2017-09-02,2017-08-10,2,0.0,PRT,2,1,217.10386043504158,Canceled,1326960,1086789,5.0,1085.519302175208
13738,0,2017-08-28,2017-03-10,2017-09-02,2017-08-02,2,2.0,ESP,0,4,284.32217876653385,Canceled,1326961,1035122,5.0,1421.6108938326693
13739,0,2017-08-28,2017-02-19,2017-09-02,2017-04-05,2,0.0,GBR,2,2,254.81462689474347,Canceled,1326962,1023772,5.0,1274.0731344737173
13740,0,2017-08-28,2017-04-12,2017-09-02,2017-08-26,2,0.0,ESP,2,3,289.2985874112619,Canceled,1326963,1093475,5.0,1446.4929370563095
13741,0,2017-08-28,2016-06-01,2017-09-03,2017-08-10,3,0.0,ESP,0,2,444.2074423750353,Canceled,1326964,1039305,6.0,2665.244654250212
13743,0,2017-08-28,2017-08-05,2017-09-03,2017-08-15,2,2.0,ESP,2,0,376.0794975162544,Canceled,1326966,1075615,6.0,2256.4769850975263
13745,0,2017-08-28,2017-06-17,2017-09-03,2017-07-07,2,0.0,FRA,2,1,317.2837709678604,Canceled,1326968,1105512,6.0,1903.7026258071623
13746,0,2017-08-28,2017-03-31,2017-09-03,2017-05-07,3,0.0,PRT,2,2,286.43942242737677,Canceled,1326969,1023848,6.0,1718.6365345642607
13747,0,2017-08-28,2017-05-19,2017-09-03,2017-06-13,2,0.0,PRT,2,1,101.8971607305831,Canceled,1326970,1026282,6.0,611.3829643834986
13749,0,2017-08-28,2017-08-10,2017-09-04,2017-08-17,2,0.0,IRL,2,2,263.29041243581787,Canceled,1326972,1037201,7.0,1843.032887050725
13751,0,2017-08-28,2017-05-12,2017-09-05,2017-07-01,2,0.0,ESP,2,1,225.5186397598612,Canceled,1326974,1039187,8.0,1804.1491180788896
13753,0,2017-08-28,2017-01-04,2017-09-07,2017-02-03,3,1.0,PRT,2,6,426.2652662280884,Canceled,1326976,1064143,10.0,4262.652662280884
13758,0,2017-08-29,2016-09-27,2017-09-01,2017-08-29,2,0.0,PRT,0,1,276.9596757791399,No-Show,1326981,1105100,3.0,830.8790273374198
13759,0,2017-08-29,2017-07-28,2017-09-01,2017-08-21,2,0.0,PRT,0,1,258.06190646803134,Canceled,1326982,1061270,3.0,774.185719404094
13760,0,2017-08-29,2017-05-03,2017-09-01,2017-06-19,2,0.0,GIB,2,2,177.02002843353412,Canceled,1326983,1024887,3.0,531.0600853006024
13762,0,2017-08-29,2017-04-15,2017-09-02,2017-08-22,3,0.0,PRT,0,1,245.66405553567157,Canceled,1326985,1021886,4.0,982.6562221426863
13765,0,2017-08-29,2017-07-20,2017-09-05,2017-08-11,2,0.0,PRT,2,2,114.01489151872072,Canceled,1326988,1029298,7.0,798.1042406310451
13766,0,2017-08-29,2017-05-28,2017-09-05,2017-07-26,2,2.0,AND,2,0,392.30538729742466,Canceled,1326989,1042697,7.0,2746.1377110819726
13767,0,2017-08-29,2017-02-17,2017-09-06,2017-03-22,2,0.0,CHE,2,3,172.16207515102158,Canceled,1326990,1064103,8.0,1377.2966012081727
13768,0,2017-08-29,2017-08-28,2017-09-05,2017-08-29,2,0.0,PRT,2,2,160.6311125110626,No-Show,1326991,1074637,7.0,1124.4177875774383
13769,0,2017-08-30,2016-10-29,2017-09-01,2017-08-08,2,0.0,BHR,2,1,332.75041905720985,Canceled,1326992,1089937,2.0,665.5008381144197
13770,0,2017-08-30,2017-02-15,2017-09-02,2017-08-11,2,0.0,BRA,2,2,301.329295915303,Canceled,1326993,1050461,3.0,903.9878877459091
13771,0,2017-08-30,2016-06-11,2017-09-02,2017-07-11,2,0.0,PRT,2,2,183.29119308240996,Canceled,1326994,1020742,3.0,549.8735792472298
13772,0,2017-08-30,2017-05-17,2017-09-02,2017-08-04,2,0.0,PRT,2,2,151.2276178408513,Canceled,1326995,1065128,3.0,453.68285352255396
13773,0,2017-08-30,2017-03-15,2017-09-02,2017-08-11,2,0.0,BRA,2,2,331.6174170532358,Canceled,1326996,1049583,3.0,994.8522511597073
13775,0,2017-08-30,2017-03-11,2017-09-03,2017-07-11,2,0.0,ESP,2,1,315.61942201202316,Canceled,1326998,1000405,4.0,1262.4776880480927
13776,0,2017-08-30,2017-07-20,2017-09-03,2017-07-26,2,2.0,GBR,2,0,204.94062208727516,Canceled,1326999,1071387,4.0,819.7624883491006
13777,0,2017-08-30,2017-01-16,2017-09-04,2017-07-01,2,0.0,ESP,2,1,108.44691162698597,Canceled,1327000,1031490,5.0,542.2345581349298
13778,0,2017-08-30,2017-06-13,2017-09-04,2017-07-07,2,2.0,GBR,2,0,555.2541834895416,Canceled,1327001,1078600,5.0,2776.2709174477077
13780,0,2017-08-30,2017-02-10,2017-09-06,2017-07-11,2,0.0,IRL,2,1,125.52274060113031,Canceled,1327003,1078891,7.0,878.6591842079122
13781,0,2017-08-30,2016-12-23,2017-09-09,2017-02-22,3,0.0,PRT,0,2,174.22194005317834,Canceled,1327004,1076760,10.0,1742.2194005317833
13782,0,2017-08-31,2017-04-13,2017-09-01,2017-08-31,1,0.0,PRT,0,1,289.16594483815675,No-Show,1327005,1054088,1.0,289.16594483815675
13783,0,2017-08-31,2017-07-07,2017-09-02,2017-08-12,2,1.0,PRT,2,4,164.8006807783505,Canceled,1327006,1070492,2.0,329.601361556701
13785,0,2017-08-31,2017-05-13,2017-09-01,2017-08-31,2,0.0,PRT,0,1,383.9921106481804,No-Show,1327008,1030309,1.0,383.9921106481804
13786,0,2017-08-31,2016-03-27,2017-09-03,2017-08-14,2,0.0,ESP,2,1,259.57049179617906,Canceled,1327009,1097937,3.0,778.7114753885371
13787,0,2017-08-31,2017-04-06,2017-09-03,2017-08-14,2,0.0,ESP,2,1,231.56930025383667,Canceled,1327010,1061451,3.0,694.70790076151
13788,0,2017-08-31,2017-07-17,2017-09-03,2017-07-31,2,0.0,ESP,2,2,358.1398043946579,Canceled,1327011,1068018,3.0,1074.4194131839738
13789,0,2017-08-31,2017-07-30,2017-09-03,2017-08-16,2,0.0,CN,2,3,284.4381676254631,Canceled,1327012,1008972,3.0,853.3145028763893
13790,0,2017-08-31,2017-03-30,2017-09-04,2017-08-19,2,2.0,ITA,2,0,190.99362060381083,Canceled,1327013,1096644,4.0,763.9744824152433
13791,0,2017-08-31,2017-04-17,2017-09-04,2017-08-25,2,1.0,PRT,0,2,172.02571076213374,Canceled,1327014,1092908,4.0,688.102843048535
13792,0,2017-08-31,2016-12-22,2017-09-05,2017-07-24,2,0.0,GBR,2,1,166.5711950715062,Canceled,1327015,1076104,5.0,832.855975357531
13793,0,2017-08-31,2017-01-11,2017-09-07,2017-03-06,2,0.0,AUT,2,3,193.64935453778875,Canceled,1327016,1031913,7.0,1355.5454817645214
13817,0,2016-03-14,2016-01-25,2016-03-15,2016-03-14,1,0.0,PRT,1,1,66.78910801600807,No-Show,1327040,1081044,1.0,66.78910801600807
13847,0,2015-11-01,2015-10-31,2015-11-02,2015-11-01,1,0.0,PRT,1,1,47.611187535672016,No-Show,1327070,1055761,1.0,47.611187535672016
13857,0,2016-07-16,2016-02-16,2016-07-26,2016-06-15,2,0.0,PRT,0,3,276.6433215110185,Canceled,1327080,1107072,10.0,2766.433215110185
13911,0,2017-07-11,2017-01-19,2017-07-13,2017-07-04,1,0.0,PRT,0,1,223.59697584572993,Canceled,1327134,1046264,2.0,447.19395169145986
14018,0,2017-03-08,2017-02-23,2017-03-09,2017-03-08,1,0.0,PRT,1,1,125.81171436412349,Canceled,1327241,1082994,1.0,125.81171436412349
14223,0,2016-07-16,2016-01-19,2016-07-31,2016-05-05,1,0.0,PRT,0,1,105.10402066342117,Canceled,1327446,1065197,15.0,1576.5603099513175
14265,0,2017-06-11,2017-01-01,2017-06-12,2017-05-18,2,0.0,PRT,1,1,67.92447115983948,Canceled,1327488,1007416,1.0,67.92447115983948
14282,0,2016-07-20,2015-10-05,2016-07-22,2016-07-12,1,0.0,PRT,1,1,81.03333227436976,Canceled,1327505,1099127,2.0,162.0666645487395
14367,0,2017-07-13,2017-03-14,2017-07-14,2017-07-12,1,0.0,PRT,0,2,201.4027495662931,Canceled,1327590,1057374,1.0,201.4027495662931
14374,0,2015-07-17,2015-05-04,2015-07-18,2015-07-17,2,0.0,PRT,0,7,112.05161917564519,Canceled,1327597,1089543,1.0,112.05161917564519
14466,0,2016-10-25,2016-10-07,2016-10-28,2016-10-18,2,0.0,FIN,0,1,100.0,Canceled,1327689,1063276,3.0,300.0
14512,0,2016-06-13,2015-11-05,2016-06-17,2016-06-08,1,0.0,PRT,1,1,57.769367283099584,Canceled,1327735,1014003,4.0,231.07746913239833
14528,0,2015-10-14,2015-08-22,2015-10-15,2015-10-12,1,0.0,PRT,1,1,52.476656333132674,Canceled,1327751,1055169,1.0,52.476656333132674
14580,0,2017-06-14,2017-06-10,2017-06-21,2017-06-12,2,0.0,GBR,2,3,97.72094355240088,Canceled,1327803,1076783,7.0,684.0466048668062
14637,0,2015-07-02,2015-01-06,2015-07-16,2015-04-03,2,0.0,PRT,2,2,124.73962966147147,Canceled,1327860,1053599,14.0,1746.3548152606006
14676,0,2015-09-17,2015-01-15,2015-09-20,2015-01-21,2,0.0,GBR,1,1,67.57045470716473,Canceled,1327899,1015930,3.0,202.71136412149417
14686,0,2015-09-17,2014-10-10,2015-09-20,2015-01-21,2,0.0,GBR,1,1,53.92325287616723,Canceled,1327909,1052096,3.0,161.7697586285017
14703,0,2015-09-17,2014-08-27,2015-09-20,2015-01-21,2,0.0,GBR,1,1,65.18484811201327,Canceled,1327926,1078173,3.0,195.5545443360398
14709,0,2015-09-17,2014-09-18,2015-09-20,2015-01-21,2,0.0,GBR,1,1,137.85237503787394,Canceled,1327932,1096094,3.0,413.55712511362185
14711,0,2015-09-17,2015-01-18,2015-09-20,2015-01-21,2,0.0,GBR,1,1,78.82939863137025,Canceled,1327934,1105085,3.0,236.48819589411076
14714,0,2015-09-17,2014-08-13,2015-09-20,2015-01-21,2,0.0,GBR,1,1,119.49194113398147,Canceled,1327937,1093981,3.0,358.4758234019444
14732,0,2015-09-17,2014-06-14,2015-09-20,2015-01-21,1,0.0,GBR,1,1,139.50360226601074,Canceled,1327955,1081589,3.0,418.51080679803226
14733,0,2015-09-17,2015-01-21,2015-09-20,2015-01-21,1,0.0,GBR,1,1,138.81456118239822,Canceled,1327956,1003031,3.0,416.44368354719467
14748,0,2015-09-17,2014-08-08,2015-09-20,2015-01-21,1,0.0,GBR,1,1,57.64340953481455,Canceled,1327971,1020808,3.0,172.93022860444364
14752,0,2015-09-17,2014-12-20,2015-09-20,2015-01-21,1,0.0,GBR,1,1,120.635389434334,Canceled,1327975,1080024,3.0,361.906168303002
14760,0,2015-09-17,2014-11-01,2015-09-20,2015-01-21,1,0.0,GBR,1,1,45.12953108394072,Canceled,1327983,1021371,3.0,135.38859325182216
14763,0,2015-09-17,2015-01-05,2015-09-20,2015-01-21,1,0.0,GBR,1,1,132.45860931296812,Canceled,1327986,1078886,3.0,397.37582793890437
14776,0,2015-10-04,2014-09-23,2015-10-06,2015-01-30,2,0.0,PRT,2,1,63.19486424969764,Canceled,1327999,1107251,2.0,126.38972849939528
14798,0,2015-09-15,2014-11-28,2015-09-20,2015-02-02,3,0.0,PRT,0,1,104.59073598203607,Canceled,1328021,1075834,5.0,522.9536799101803
14800,0,2015-07-12,2014-09-01,2015-07-18,2015-02-05,2,0.0,PRT,2,1,133.89367639886504,Canceled,1328023,1072422,6.0,803.3620583931902
14807,0,2015-08-24,2015-01-26,2015-08-30,2015-02-10,2,0.0,PRT,2,3,156.19027842109935,Canceled,1328030,1017727,6.0,937.141670526596
14808,0,2015-07-04,2015-02-18,2015-07-12,2015-05-29,2,0.0,PRT,2,1,177.5936839664239,Canceled,1328031,1072147,8.0,1420.7494717313912
14817,0,2015-08-11,2015-01-14,2015-08-24,2015-02-25,2,0.0,PRT,2,1,133.9215132197756,Canceled,1328040,1019844,13.0,1740.9796718570826
14820,0,2015-09-24,2014-12-12,2015-09-28,2015-02-27,2,2.0,PRT,2,0,136.3928554383554,Canceled,1328043,1074427,4.0,545.5714217534216
14823,0,2015-09-15,2014-12-18,2015-09-21,2015-03-03,2,0.0,PRT,1,1,87.54819614976832,Canceled,1328046,1075434,6.0,525.2891768986099
14828,0,2015-09-15,2015-01-20,2015-09-21,2015-03-03,2,0.0,PRT,1,1,110.68162291015824,Canceled,1328051,1092955,6.0,664.0897374609494
14829,0,2015-09-15,2015-01-10,2015-09-21,2015-03-03,2,0.0,PRT,1,1,48.376075651736734,Canceled,1328052,1058659,6.0,290.2564539104204
14830,0,2015-09-15,2015-02-26,2015-09-21,2015-03-03,2,0.0,PRT,1,1,103.28022448546822,Canceled,1328053,1067506,6.0,619.6813469128093
14834,0,2015-09-15,2014-10-04,2015-09-21,2015-03-03,2,0.0,PRT,1,1,64.65574643836993,Canceled,1328057,1062915,6.0,387.9344786302196
14841,0,2015-09-15,2014-08-01,2015-09-21,2015-03-03,2,0.0,PRT,1,1,131.48436373307686,Canceled,1328064,1038389,6.0,788.9061823984612
14843,0,2015-09-15,2014-11-05,2015-09-21,2015-03-03,2,0.0,PRT,1,1,125.18385226990944,Canceled,1328066,1064951,6.0,751.1031136194566
14846,0,2015-09-15,2014-11-28,2015-09-21,2015-03-03,2,0.0,PRT,1,1,131.98843906213637,Canceled,1328069,1029118,6.0,791.9306343728182
14847,0,2015-09-26,2014-05-15,2015-09-28,2015-03-03,2,0.0,PRT,2,1,48.99570878845307,Canceled,1328070,1098453,2.0,97.99141757690614
14853,0,2015-09-26,2014-09-03,2015-09-28,2015-03-03,2,0.0,PRT,2,1,48.89150506863503,Canceled,1328076,1104350,2.0,97.78301013727005
14855,0,2015-09-26,2014-12-23,2015-09-28,2015-03-03,2,0.0,PRT,2,1,137.71953884794848,Canceled,1328078,1061586,2.0,275.43907769589697
14858,0,2015-07-05,2015-02-19,2015-07-12,2015-03-04,2,0.0,PRT,2,1,48.96468460208859,Canceled,1328081,1038630,7.0,342.7527922146201
14864,0,2015-07-02,2014-04-17,2015-07-06,2015-03-11,2,0.0,PRT,2,1,166.2490667743215,Canceled,1328087,1014272,4.0,664.996267097286
14866,0,2015-07-11,2015-02-18,2015-07-18,2015-03-17,2,0.0,PRT,2,1,185.04271619759473,Canceled,1328089,1096325,7.0,1295.2990133831631
14869,0,2015-07-19,2014-11-25,2015-07-25,2015-03-18,2,1.0,PRT,2,1,182.0504249429888,Canceled,1328092,1044607,6.0,1092.3025496579328
14871,0,2015-07-13,2015-03-21,2015-07-27,2015-03-31,2,0.0,PRT,2,2,125.0330682434755,Canceled,1328094,1089166,14.0,1750.4629554086569
14873,0,2015-07-07,2015-02-02,2015-07-14,2015-03-31,2,0.0,PRT,2,2,105.13104308311397,Canceled,1328096,1021531,7.0,735.9173015817978
14880,0,2015-09-24,2014-10-17,2015-09-28,2015-04-02,2,0.0,BEL,1,1,74.30280199346655,Canceled,1328103,1082940,4.0,297.2112079738662
14881,0,2015-09-24,2015-03-18,2015-09-28,2015-04-02,2,0.0,BEL,1,1,42.35577611998466,Canceled,1328104,1062353,4.0,169.42310447993864
14896,0,2015-08-27,2015-03-16,2015-09-04,2015-04-04,2,0.0,PRT,2,1,75.58003643028827,Canceled,1328119,1071823,8.0,604.6402914423062
14905,0,2015-07-02,2015-02-15,2015-07-05,2015-06-14,1,0.0,PRT,0,1,93.74460888987898,Canceled,1328128,1011238,3.0,281.2338266696369
14913,0,2016-12-07,2016-10-18,2016-12-11,2016-12-04,1,0.0,PRT,0,1,73.87474663398874,Canceled,1328136,1064517,4.0,295.49898653595494
14918,0,2017-04-28,2017-01-28,2017-05-01,2017-03-31,1,0.0,PRT,0,1,72.74527219340943,Canceled,1328141,1014928,3.0,218.2358165802283
14929,0,2015-09-12,2015-02-20,2015-09-19,2015-04-08,2,0.0,PRT,2,1,155.99451838738062,Canceled,1328152,1060159,7.0,1091.9616287116644
14930,0,2015-07-26,2015-03-30,2015-07-31,2015-04-10,2,0.0,PRT,2,1,218.29906196909585,Canceled,1328153,1075897,5.0,1091.4953098454791
14931,0,2015-08-15,2015-03-07,2015-08-22,2015-04-10,2,0.0,PRT,2,1,83.66092804760775,Canceled,1328154,1052159,7.0,585.6264963332543
14932,0,2015-08-15,2014-05-27,2015-08-22,2015-04-10,2,1.0,PRT,2,1,176.5648610829783,Canceled,1328155,1039746,7.0,1235.954027580848
14941,0,2015-07-29,2015-02-23,2015-08-14,2015-04-16,2,2.0,PRT,2,4,298.26271316572263,Canceled,1328164,1072233,16.0,4772.203410651562
14952,0,2015-07-10,2015-01-25,2015-07-14,2015-04-20,2,0.0,PRT,2,1,166.8504382345951,Canceled,1328175,1064680,4.0,667.4017529383804
14958,0,2015-08-01,2014-08-12,2015-08-10,2015-04-25,2,0.0,PRT,0,1,143.54186613486849,Canceled,1328181,1026019,9.0,1291.8767952138164
14964,0,2015-07-15,2014-04-16,2015-07-17,2015-04-28,2,0.0,PRT,2,1,126.76454887274882,Canceled,1328187,1030911,2.0,253.52909774549764
14966,0,2015-07-15,2015-01-20,2015-07-17,2015-04-28,2,0.0,PRT,2,1,136.21480625562901,Canceled,1328189,1008266,2.0,272.42961251125803
14967,0,2015-07-15,2015-02-25,2015-07-17,2015-04-28,2,0.0,PRT,2,1,218.54612015619014,Canceled,1328190,1042194,2.0,437.0922403123803
14969,0,2015-07-15,2014-10-30,2015-07-17,2015-04-28,2,0.0,PRT,2,1,148.46341480695713,Canceled,1328192,1021116,2.0,296.92682961391426
14970,0,2015-07-15,2014-06-15,2015-07-17,2015-04-28,2,0.0,PRT,2,1,180.68882392308046,Canceled,1328193,1078021,2.0,361.3776478461609
14971,0,2015-07-15,2014-12-13,2015-07-17,2015-04-28,2,0.0,PRT,2,1,177.8388100617298,Canceled,1328194,1022755,2.0,355.6776201234596
14972,0,2015-07-15,2015-01-17,2015-07-17,2015-04-28,2,0.0,PRT,2,1,95.33538226864358,Canceled,1328195,1006121,2.0,190.67076453728717
14973,0,2015-07-15,2014-08-10,2015-07-17,2015-04-28,2,0.0,PRT,2,1,166.4167149027656,Canceled,1328196,1030125,2.0,332.8334298055312
14974,0,2015-07-15,2014-12-24,2015-07-17,2015-04-28,2,0.0,PRT,2,1,160.93795039787247,Canceled,1328197,1013800,2.0,321.87590079574494
14975,0,2015-07-15,2015-04-20,2015-07-17,2015-04-28,2,0.0,PRT,2,1,122.18028064625621,Canceled,1328198,1069458,2.0,244.36056129251241
14976,0,2015-07-15,2015-02-24,2015-07-17,2015-04-28,2,0.0,PRT,2,1,131.00333436008432,Canceled,1328199,1090314,2.0,262.00666872016865
14978,0,2015-07-15,2014-10-31,2015-07-17,2015-04-28,2,0.0,PRT,2,1,183.43092786318627,Canceled,1328201,1068407,2.0,366.86185572637254
14979,0,2015-07-15,2015-01-17,2015-07-17,2015-04-28,2,0.0,PRT,2,1,132.63533279011892,Canceled,1328202,1032774,2.0,265.27066558023785
14982,0,2015-07-15,2015-04-04,2015-07-17,2015-04-28,2,0.0,PRT,2,1,112.34040014375962,Canceled,1328205,1005033,2.0,224.68080028751925
14983,0,2015-07-15,2014-10-15,2015-07-17,2015-04-28,2,0.0,PRT,2,1,169.44909633448563,Canceled,1328206,1062549,2.0,338.89819266897126
14985,0,2015-07-15,2015-01-15,2015-07-17,2015-04-28,2,0.0,PRT,2,1,172.68270886133092,Canceled,1328208,1066492,2.0,345.36541772266185
14987,0,2015-07-15,2014-10-01,2015-07-17,2015-04-28,2,0.0,PRT,2,1,206.17518748213135,Canceled,1328210,1091161,2.0,412.3503749642627
14988,0,2015-07-15,2015-01-17,2015-07-17,2015-04-28,2,0.0,PRT,2,1,108.74600346625267,Canceled,1328211,1022331,2.0,217.49200693250535
14991,0,2015-09-03,2014-10-05,2015-09-06,2015-04-29,2,0.0,PRT,2,1,40.92649603384472,Canceled,1328214,1066619,3.0,122.77948810153416
14993,0,2015-09-03,2015-02-18,2015-09-06,2015-04-29,2,0.0,PRT,2,1,56.59735456256402,Canceled,1328216,1092373,3.0,169.79206368769206
14994,0,2015-09-03,2014-11-29,2015-09-06,2015-04-29,2,0.0,PRT,2,1,51.051558906062446,Canceled,1328217,1021119,3.0,153.15467671818735
15001,0,2015-09-03,2015-02-05,2015-09-06,2015-04-29,2,0.0,PRT,2,1,48.246641455686415,Canceled,1328224,1025852,3.0,144.73992436705925
15007,0,2015-09-03,2014-10-23,2015-09-06,2015-04-29,2,0.0,PRT,2,1,47.722221514355944,Canceled,1328230,1050469,3.0,143.16666454306784
15008,0,2015-09-03,2015-03-07,2015-09-06,2015-04-29,2,0.0,PRT,2,1,55.40884153234498,Canceled,1328231,1069631,3.0,166.22652459703494
