,reservation_id,stay_date,guest_id,guest_country_id,reservation_status,reservation_date,date_from,date_to,resort_id,cancel_date,room_cnt,adult_cnt,children_cnt,price,price_tax,total_price_tax,total_price,food_price,food_price_tax,other_price,other_price_tax,room_category_id,sales_channel_id,stay_nights,price_per_night,guest_count,nightly_price_per_guest
3875,76763,2008-04-08,68810,HR,Checked-out,2008-04-02,2008-04-08,2008-04-19,1,,1,1,0,4422.486,442.234,473.405,6150.615,311.929,31.171,1416.2,0.0,3,10.0,11.0,402.0441818181818,1,402.0441818181818
3876,76891,2008-04-08,38936,GB,Checked-out,2008-04-08,2008-04-08,2008-04-11,1,,1,1,0,11735.115,1173.475,1381.963,14045.127,1559.645,155.855,750.367,52.633,2,3.0,3.0,3911.705,1,3911.705
3878,76802,2008-04-08,106146,I,Checked-out,2008-04-04,2008-04-08,2008-04-09,1,,1,1,0,5968.407,596.848,628.019,6331.436,311.929,31.171,51.1,0.0,3,3.0,1.0,5968.407,1,5968.407
3880,76871,2008-04-08,54606,HR,Checked-out,2008-04-07,2008-04-08,2008-04-10,1,,4,4,0,13267.458,1326.702,1518.108,14801.772,935.787,93.513,598.527,97.893,6,10.0,2.0,6633.729,4,1658.43225
3884,76943,2008-04-09,108544,I,Checked-out,2008-04-09,2008-04-09,2008-04-10,1,,1,2,0,737.28,73.72,82.27,836.73,85.45,8.55,14.0,0.0,5,3.0,1.0,737.28,2,368.64
3886,76849,2008-04-09,29370,HR,Checked-out,2008-04-05,2008-04-09,2008-04-10,1,,1,1,0,3976.675,397.704,428.875,4339.704,311.929,31.171,51.1,0.0,3,10.0,1.0,3976.675,1,3976.675
3890,76955,2008-04-09,108551,HR,Checked-out,2008-04-09,2008-04-09,2008-04-10,1,,1,1,0,816.36,81.64,85.91,866.09,42.73,4.27,7.0,0.0,2,4.0,1.0,816.36,1,816.36
3894,76953,2008-04-09,13614,HR,Checked-out,2008-04-09,2008-04-09,2008-04-10,1,,1,1,0,4410.368,441.066,472.237,4773.397,311.929,31.171,51.1,0.0,5,10.0,1.0,4410.368,1,4410.368
3895,76827,2008-04-09,108396,I,Checked-out,2008-04-04,2008-04-09,2008-04-10,1,,2,2,0,9398.896,939.948,1002.29,10124.954,623.858,62.342,102.2,0.0,3,9.0,1.0,9398.896,2,4699.448
3896,76651,2008-04-09,105204,F,Checked-out,2008-03-28,2008-04-09,2008-04-13,1,,1,1,0,20147.197,2014.8,2139.484,21599.313,1247.716,124.684,204.4,0.0,3,3.0,4.0,5036.79925,1,5036.79925
3899,76909,2008-04-09,106146,I,Checked-out,2008-04-09,2008-04-09,2008-04-10,1,,1,1,0,5952.347,595.242,626.413,6315.376,311.929,31.171,51.1,0.0,3,3.0,1.0,5952.347,1,5952.347
3900,76607,2008-04-09,89796,HR,Checked-out,2008-03-27,2008-04-09,2008-04-11,1,,1,1,0,6337.86,633.786,664.957,6700.889,311.929,31.171,51.1,0.0,4,3.0,2.0,3168.93,1,3168.93
3901,76944,2008-04-09,19272,HR,Checked-out,2008-04-09,2008-04-09,2008-04-10,1,,3,3,0,13231.104,1323.198,1416.711,14320.191,935.787,93.513,153.3,0.0,2,10.0,1.0,13231.104,3,4410.3679999999995
3902,76914,2008-04-09,108540,HR,Checked-out,2008-04-09,2008-04-09,2008-04-11,1,,1,1,0,3157.542,315.725,346.896,4379.051,311.929,31.171,909.58,0.0,3,2.0,2.0,1578.771,1,1578.771
3903,76903,2008-04-09,81445,NL,Checked-out,2008-04-08,2008-04-09,2008-04-10,1,,1,1,0,4410.368,441.066,472.237,4773.397,311.929,31.171,51.1,0.0,2,1.0,1.0,4410.368,1,4410.368
3904,75833,2008-04-09,18225,I,Checked-out,2008-02-27,2008-04-09,2008-04-12,1,,1,1,0,2820.282,281.999,313.17,7118.011,311.929,31.171,3985.8,0.0,4,3.0,3.0,940.094,1,940.094
3913,76883,2008-04-09,87782,I,Checked-out,2008-04-08,2008-04-09,2008-04-10,1,,2,2,0,8820.736,882.132,944.474,9546.794,623.858,62.342,102.2,0.0,3,3.0,1.0,8820.736,2,4410.368
3917,76754,2008-04-09,107381,HR,Checked-out,2008-04-02,2008-04-09,2008-04-10,1,,2,2,0,8820.736,882.132,944.474,9897.194,623.858,62.342,452.6,0.0,2,10.0,1.0,8820.736,2,4410.368
3918,76886,2008-04-09,1700,HR,Checked-out,2008-04-08,2008-04-09,2008-04-10,1,,1,1,0,3494.875,349.451,380.622,3857.904,311.929,31.171,51.1,0.0,2,10.0,1.0,3494.875,1,3494.875
3919,76957,2008-04-09,96429,CH,Checked-out,2008-04-09,2008-04-09,2008-04-10,1,,1,1,0,5952.347,595.242,626.413,6315.376,311.929,31.171,51.1,0.0,3,3.0,1.0,5952.347,1,5952.347
3920,76954,2008-04-09,59995,HR,Checked-out,2008-04-09,2008-04-09,2008-04-10,1,,1,1,0,816.36,81.64,85.91,866.09,42.73,4.27,7.0,0.0,5,4.0,1.0,816.36,1,816.36
3921,76916,2008-04-09,15851,D,Checked-out,2008-04-09,2008-04-09,2008-04-10,1,,2,2,0,8820.736,882.132,944.474,9546.794,623.858,62.342,102.2,0.0,2,3.0,1.0,8820.736,2,4410.368
3923,76959,2008-04-09,108553,SRB,Checked-out,2008-04-09,2008-04-09,2008-04-10,1,,1,3,0,7207.801,720.802,906.514,8715.689,935.714,93.586,572.174,92.126,6,3.0,1.0,7207.801,3,2402.6003333333333
3928,76912,2008-04-09,108539,HR,Checked-out,2008-04-09,2008-04-09,2008-04-11,1,,1,1,0,4410.368,441.066,564.363,5192.271,311.929,31.171,469.974,92.126,2,4.0,2.0,2205.184,1,2205.184
3931,76958,2008-04-09,95036,I,Checked-out,2008-04-09,2008-04-09,2008-04-11,1,,1,1,0,4410.368,441.066,472.237,4773.397,311.929,31.171,51.1,0.0,6,3.0,2.0,2205.184,1,2205.184
3932,76915,2008-04-09,106595,HR,Checked-out,2008-04-09,2008-04-09,2008-04-10,1,,2,2,0,9398.896,939.948,1002.29,10124.954,623.858,62.342,102.2,0.0,3,4.0,1.0,9398.896,2,4699.448
3940,76910,2008-04-09,8652,HR,Checked-out,2008-04-09,2008-04-09,2008-04-13,1,,1,1,0,4410.368,441.066,472.237,4773.397,311.929,31.171,51.1,0.0,2,4.0,4.0,1102.592,1,1102.592
3941,76885,2008-04-09,20168,HR,Checked-out,2008-04-08,2008-04-09,2008-04-12,1,,1,1,0,6604.31,660.358,722.7,7330.368,623.858,62.342,102.2,0.0,3,9.0,3.0,2201.436666666667,1,2201.436666666667
3943,76900,2008-04-10,88221,HR,Checked-out,2008-04-08,2008-04-10,2008-04-11,1,,1,1,0,4698.937,469.901,501.072,5061.966,311.929,31.171,51.1,0.0,3,10.0,1.0,4698.937,1,4698.937
3945,76996,2008-04-10,64626,HR,Checked-out,2008-04-10,2008-04-10,2008-04-11,1,,1,2,0,1978.18,197.82,206.37,2077.63,85.45,8.55,14.0,0.0,7,4.0,1.0,1978.18,2,989.09
3951,76786,2008-04-10,13831,HR,Checked-out,2008-04-03,2008-04-10,2008-04-12,1,,4,4,0,18795.748,1879.604,2004.288,20247.864,1247.716,124.684,204.4,0.0,3,10.0,2.0,9397.874,4,2349.4685
3955,76974,2008-04-10,108544,I,Checked-out,2008-04-10,2008-04-10,2008-04-11,1,,1,2,0,5399.518,539.981,602.396,6125.503,623.785,62.415,102.2,0.0,5,3.0,1.0,5399.518,2,2699.759
3957,77010,2008-04-10,108579,HR,Checked-out,2008-04-10,2008-04-10,2008-04-11,1,,1,1,0,816.36,81.64,85.91,1004.09,42.73,4.27,145.0,0.0,2,4.0,1.0,816.36,1,816.36
3958,76893,2008-04-10,92004,HR,Checked-out,2008-04-08,2008-04-10,2008-04-12,1,,1,1,0,4409.857,440.993,472.164,4772.886,311.929,31.171,51.1,0.0,3,10.0,2.0,2204.9285,1,2204.9285
3961,77001,2008-04-10,105459,HR,Checked-out,2008-04-10,2008-04-10,2008-04-11,1,,1,2,0,5206.068,520.636,583.051,5932.053,623.785,62.415,102.2,0.0,5,10.0,1.0,5206.068,2,2603.034
3962,77013,2008-04-10,48815,HR,Checked-out,2008-04-10,2008-04-10,2008-04-12,1,,1,1,0,816.36,81.64,85.91,866.09,42.73,4.27,7.0,0.0,6,4.0,2.0,408.18,1,408.18
3963,76609,2008-04-10,89796,HR,Checked-out,2008-03-27,2008-04-10,2008-04-11,1,,5,5,0,32240.961,3224.118,3503.27,34838.009,1871.574,187.026,725.474,92.126,3,3.0,1.0,32240.961,5,6448.1921999999995
3965,76917,2008-04-10,108541,I,Checked-out,2008-04-09,2008-04-10,2008-04-11,1,,2,2,0,11903.38,1190.338,1252.68,12629.438,623.858,62.342,102.2,0.0,3,9.0,1.0,11903.38,2,5951.69
3970,76999,2008-04-10,108564,GB,Checked-out,2008-04-10,2008-04-10,2008-04-11,1,,1,1,0,4698.937,469.901,501.072,5061.966,311.929,31.171,51.1,0.0,3,3.0,1.0,4698.937,1,4698.937
3975,77011,2008-04-10,108580,I,Checked-out,2008-04-10,2008-04-10,2008-04-11,1,,1,2,0,5206.068,520.636,583.051,7545.353,623.785,62.415,1715.5,0.0,5,3.0,1.0,5206.068,2,2603.034
3984,76647,2008-04-10,78113,HR,Checked-out,2008-03-28,2008-04-10,2008-04-12,1,,4,4,0,14055.712,1405.688,1888.656,19091.544,1247.716,124.684,3788.116,358.284,5,3.0,2.0,7027.856,4,1756.964
3986,76391,2008-04-10,47297,HR,Checked-out,2008-03-19,2008-04-10,2008-04-11,1,,1,1,0,3494.437,349.451,380.622,4470.666,311.929,31.171,664.3,0.0,2,10.0,1.0,3494.437,1,3494.437
3990,76610,2008-04-10,619,HR,Checked-out,2008-03-27,2008-04-10,2008-04-11,1,,1,1,0,1615.344,161.549,192.72,1978.373,311.929,31.171,51.1,0.0,2,10.0,1.0,1615.344,1,1615.344
3994,77012,2008-04-10,108583,I,Checked-out,2008-04-10,2008-04-10,2008-04-13,1,,1,2,0,5206.725,520.709,583.124,5932.71,623.785,62.415,102.2,0.0,5,3.0,3.0,1735.575,2,867.7875
3996,76894,2008-04-10,48277,HR,Checked-out,2008-04-08,2008-04-10,2008-04-11,1,,1,1,0,3783.517,378.359,409.53,4412.996,311.929,31.171,317.55,0.0,3,2.0,1.0,3783.517,1,3783.517
3998,76888,2008-04-10,122144,I,Checked-out,2008-04-08,2008-04-10,2008-04-12,1,,4,4,0,15904.948,1590.524,1807.334,17775.938,1247.716,124.684,623.274,92.126,3,9.0,2.0,7952.474,4,1988.1185
4000,76719,2008-04-10,2599,HR,Checked-out,2008-04-01,2008-04-10,2008-04-12,1,,1,1,0,4409.857,440.993,472.164,5064.886,311.929,31.171,343.1,0.0,3,10.0,2.0,2204.9285,1,2204.9285
4001,76898,2008-04-10,29208,HR,Checked-out,2008-04-08,2008-04-10,2008-04-25,1,,1,1,0,8048.834,804.898,881.84,8833.292,623.858,62.342,160.6,14.6,5,9.0,15.0,536.5889333333333,1,536.5889333333333
4003,76938,2008-04-10,45877,HR,Checked-out,2008-04-09,2008-04-10,2008-04-11,1,,1,1,0,4409.857,440.993,472.164,5210.886,311.929,31.171,489.1,0.0,3,10.0,1.0,4409.857,1,4409.857
4006,76984,2008-04-10,108558,HR,Checked-out,2008-04-10,2008-04-10,2008-04-11,1,,1,2,0,5880.661,588.088,650.503,6606.646,623.785,62.415,102.2,0.0,5,10.0,1.0,5880.661,2,2940.3305
4012,76926,2008-04-10,64820,D,Checked-out,2008-04-09,2008-04-10,2008-04-14,1,,1,1,0,4409.857,440.993,472.164,6437.286,311.929,31.171,1715.5,0.0,3,9.0,4.0,1102.46425,1,1102.46425
4016,77028,2008-04-11,51869,HR,Checked-out,2008-04-11,2008-04-11,2008-04-12,1,,1,1,0,4411.025,441.139,472.31,4774.054,311.929,31.171,51.1,0.0,2,4.0,1.0,4411.025,1,4411.025
4021,76890,2008-04-11,108510,SGP,Checked-out,2008-04-08,2008-04-11,2008-04-12,1,,2,2,0,9400.356,940.094,1002.436,10126.414,623.858,62.342,102.2,0.0,3,10.0,1.0,9400.356,2,4700.178
4022,76787,2008-04-11,38936,GB,Checked-out,2008-04-03,2008-04-11,2008-04-15,1,,1,2,0,3327.997,332.807,540.273,8208.631,623.785,62.415,4256.849,145.051,5,1.0,4.0,831.99925,2,415.999625
4023,77022,2008-04-11,108597,HR,Checked-out,2008-04-11,2008-04-11,2008-04-12,1,,1,2,0,723.05,72.3,80.85,822.5,85.45,8.55,14.0,0.0,6,4.0,1.0,723.05,2,361.525
4024,76997,2008-04-11,81445,NL,Checked-out,2008-04-10,2008-04-11,2008-04-12,1,,1,1,0,5519.457,551.953,583.124,6575.986,311.929,31.171,744.6,0.0,5,1.0,1.0,5519.457,1,5519.457
4028,77044,2008-04-11,108678,HR,Checked-out,2008-04-11,2008-04-11,2008-04-12,1,,1,2,0,569.36,56.94,65.49,665.31,85.45,8.55,10.5,0.0,6,3.0,1.0,569.36,2,284.68
4031,76393,2008-04-11,90684,D,Checked-out,2008-03-19,2008-04-11,2008-04-14,1,,8,9,0,38446.18,3844.837,4217.575,42132.242,2807.288,280.612,878.774,92.126,3,9.0,3.0,12815.393333333333,9,1423.9325925925925
4036,77038,2008-04-11,76981,E,Checked-out,2008-04-11,2008-04-11,2008-04-12,1,,2,2,0,11906.446,1190.63,1792.88,16114.896,623.858,62.342,3584.592,539.908,2,3.0,1.0,11906.446,2,5953.223
4037,76847,2008-04-11,108036,HR,Checked-out,2008-04-05,2008-04-11,2008-04-12,1,,4,4,0,22055.125,2205.695,2361.55,24352.07,1559.645,155.855,737.3,0.0,3,10.0,1.0,22055.125,4,5513.78125
4045,75649,2008-04-11,44181,HR,Checked-out,2008-02-19,2008-04-11,2008-04-13,1,,1,1,0,2579.674,257.982,289.153,2942.703,311.929,31.171,51.1,0.0,2,2.0,2.0,1289.837,1,1289.837
4050,76821,2008-04-11,8648,HR,Checked-out,2008-04-04,2008-04-11,2008-04-12,1,,1,1,0,5519.457,551.953,648.97,6181.64,311.929,31.171,350.254,65.846,5,10.0,1.0,5519.457,1,5519.457
4051,76726,2008-04-11,5752,HR,Checked-out,2008-04-01,2008-04-11,2008-04-12,1,,3,3,0,11931.996,1193.112,1286.625,13021.083,935.787,93.513,153.3,0.0,3,10.0,1.0,11931.996,3,3977.332
4056,76918,2008-04-11,105204,F,Checked-out,2008-04-09,2008-04-11,2008-04-23,1,,1,1,0,25669.647,2567.045,2737.5,27543.192,1559.645,155.855,313.9,14.6,5,3.0,12.0,2139.13725,1,2139.13725
4060,77042,2008-04-11,108649,BIH,Checked-out,2008-04-11,2008-04-11,2008-04-12,1,,4,4,0,3265.44,326.56,343.64,4530.36,170.92,17.08,1094.0,0.0,6,3.0,1.0,3265.44,4,816.36
4065,76257,2008-04-11,107917,HR,Checked-out,2008-03-13,2008-04-11,2008-04-14,1,,11,19,0,2424.54,242.46,516.82,4563.18,345.42,34.58,1793.22,239.78,6,10.0,3.0,808.18,19,42.53578947368421
4066,76398,2008-04-11,101319,HR,Checked-out,2008-03-19,2008-04-11,2008-04-12,1,,1,1,0,4411.025,441.139,564.436,5192.928,311.929,31.171,469.974,92.126,3,10.0,1.0,4411.025,1,4411.025
4068,76895,2008-04-11,48388,I,Checked-out,2008-04-08,2008-04-11,2008-04-12,1,,1,1,0,4411.025,441.139,472.31,5650.054,311.929,31.171,927.1,0.0,3,1.0,1.0,4411.025,1,4411.025
4074,76897,2008-04-11,29370,HR,Checked-out,2008-04-08,2008-04-11,2008-04-12,1,,1,1,0,3977.332,397.704,428.875,4340.361,311.929,31.171,51.1,0.0,3,10.0,1.0,3977.332,1,3977.332
4076,76046,2008-04-11,23175,HR,Checked-out,2008-03-05,2008-04-11,2008-04-12,1,,9,10,0,31724.851,3172.361,3762.931,36622.421,3119.217,311.783,1778.353,278.787,3,10.0,1.0,31724.851,10,3172.4851
4077,77041,2008-04-11,108646,I,Checked-out,2008-04-11,2008-04-11,2008-04-12,1,,1,1,0,952.73,95.27,99.54,1002.46,42.73,4.27,7.0,0.0,3,3.0,1.0,952.73,1,952.73
4079,77077,2008-04-12,108669,AUT,Checked-out,2008-04-12,2008-04-12,2008-04-14,1,,1,2,0,946.36,94.64,115.81,1103.19,85.45,8.55,71.38,12.62,6,3.0,2.0,473.18,2,236.59
4086,77085,2008-04-12,108672,MLT,Checked-out,2008-04-12,2008-04-12,2008-04-13,1,,1,1,0,4411.025,441.139,564.436,5192.928,311.929,31.171,469.974,92.126,5,3.0,1.0,4411.025,1,4411.025
4093,76937,2008-04-12,619,HR,Checked-out,2008-04-09,2008-04-12,2008-04-15,1,,2,4,0,8419.309,841.763,1089.306,11080.816,2183.357,218.343,478.15,29.2,5,10.0,3.0,2806.436333333333,4,701.6090833333333
4103,76568,2008-04-12,78342,HR,Checked-out,2008-03-26,2008-04-12,2008-04-14,1,,1,1,0,816.36,81.64,85.91,866.09,42.73,4.27,7.0,0.0,3,4.0,2.0,408.18,1,408.18
4104,77036,2008-04-12,108271,HR,Checked-out,2008-04-11,2008-04-12,2008-04-13,1,,2,3,0,7257.149,725.693,819.279,8346.163,935.714,93.586,153.3,0.0,5,10.0,1.0,7257.149,3,2419.049666666667
4109,77068,2008-04-12,106674,HR,Checked-out,2008-04-12,2008-04-12,2008-04-13,1,,1,1,0,552.73,55.27,59.54,602.46,42.73,4.27,7.0,0.0,5,4.0,1.0,552.73,1,552.73
4113,77086,2008-04-12,108673,I,Checked-out,2008-04-12,2008-04-12,2008-04-13,1,,4,4,0,23812.892,2381.26,2598.07,25683.882,1247.716,124.684,623.274,92.126,5,3.0,1.0,23812.892,4,5953.223
4125,77092,2008-04-13,108472,AUS,Checked-out,2008-04-13,2008-04-13,2008-04-14,1,,1,2,0,5207.528,520.782,583.197,9072.513,623.785,62.415,3241.2,0.0,5,3.0,1.0,5207.528,2,2603.764
4126,77093,2008-04-13,108685,SLO,Checked-out,2008-04-13,2008-04-13,2008-04-14,1,,1,2,0,946.36,94.64,103.19,1045.81,85.45,8.55,14.0,0.0,5,3.0,1.0,946.36,2,473.18
4132,77083,2008-04-13,99114,HR,Checked-out,2008-04-12,2008-04-13,2008-04-14,1,,1,2,0,773.64,77.36,85.91,873.09,85.45,8.55,14.0,0.0,6,4.0,1.0,773.64,2,386.82
4144,76923,2008-04-13,62997,HR,Checked-out,2008-04-09,2008-04-13,2008-04-14,1,,1,2,0,5207.528,520.782,583.197,5933.513,623.785,62.415,102.2,0.0,6,4.0,1.0,5207.528,2,2603.764
4146,76993,2008-04-13,108560,HR,Checked-out,2008-04-10,2008-04-13,2008-04-14,1,,1,2,0,5207.528,520.782,583.197,5933.513,623.785,62.415,102.2,0.0,3,10.0,1.0,5207.528,2,2603.764
4153,77099,2008-04-14,108695,AUS,Checked-out,2008-04-14,2008-04-14,2008-04-15,1,,1,2,0,4677.475,467.711,530.126,5403.46,623.785,62.415,102.2,0.0,5,3.0,1.0,4677.475,2,2338.7375
4154,77094,2008-04-14,29665,HR,Checked-out,2008-04-14,2008-04-14,2008-04-15,1,,1,1,0,816.36,81.64,85.91,866.09,42.73,4.27,7.0,0.0,5,10.0,1.0,816.36,1,816.36
4155,75978,2008-04-14,88668,MLT,Checked-out,2008-03-01,2008-04-14,2008-04-19,1,,3,3,0,11642.697,1164.204,1257.717,13184.384,935.787,93.513,605.9,0.0,5,9.0,5.0,2328.5394,3,776.1798
4158,76829,2008-04-14,19272,HR,Checked-out,2008-04-04,2008-04-14,2008-04-17,1,,1,1,0,4411.025,441.139,472.31,4774.054,311.929,31.171,51.1,0.0,3,10.0,3.0,1470.3416666666665,1,1470.3416666666665
4159,77097,2008-04-14,108693,I,Checked-out,2008-04-14,2008-04-14,2008-04-15,1,,1,2,0,5207.528,520.782,583.197,5933.513,623.785,62.415,102.2,0.0,6,3.0,1.0,5207.528,2,2603.764
4161,77101,2008-04-14,108713,SLO,Checked-out,2008-04-14,2008-04-14,2008-04-16,1,,1,2,0,5207.528,520.782,583.197,5933.513,623.785,62.415,102.2,0.0,6,3.0,2.0,2603.764,2,1301.882
4162,77100,2008-04-14,108697,AUS,Checked-out,2008-04-14,2008-04-14,2008-04-15,1,,1,2,0,4677.475,467.711,530.126,5403.46,623.785,62.415,102.2,0.0,5,3.0,1.0,4677.475,2,2338.7375
4165,77095,2008-04-14,108691,I,Checked-out,2008-04-14,2008-04-14,2008-04-15,1,,1,1,0,484.55,48.45,52.72,534.28,42.73,4.27,7.0,0.0,2,3.0,1.0,484.55,1,484.55
4167,77071,2008-04-14,105660,HR,Checked-out,2008-04-12,2008-04-14,2008-04-15,1,,1,1,0,4411.025,441.139,472.31,4774.054,311.929,31.171,51.1,0.0,3,4.0,1.0,4411.025,1,4411.025
4171,76934,2008-04-14,23589,I,Checked-out,2008-04-09,2008-04-14,2008-04-17,1,,1,1,0,19144.542,1914.498,2193.65,21741.59,1871.574,187.026,725.474,92.126,2,1.0,3.0,6381.514,1,6381.514
4178,77035,2008-04-14,29044,HR,Checked-out,2008-04-11,2008-04-14,2008-04-15,1,,1,1,0,4411.025,441.139,472.31,4774.054,311.929,31.171,51.1,0.0,3,10.0,1.0,4411.025,1,4411.025
4179,77096,2008-04-14,108692,I,Checked-out,2008-04-14,2008-04-14,2008-04-15,1,,1,2,0,5207.528,520.782,583.197,6291.213,623.785,62.415,459.9,0.0,6,3.0,1.0,5207.528,2,2603.764
4180,76935,2008-04-14,23589,I,Checked-out,2008-04-09,2008-04-14,2008-04-17,1,,1,1,0,19144.542,1914.498,2193.65,21741.59,1871.574,187.026,725.474,92.126,2,1.0,3.0,6381.514,1,6381.514
4182,76932,2008-04-14,23589,I,Checked-out,2008-04-09,2008-04-14,2008-04-17,1,,1,1,0,19144.542,1914.498,2193.65,21741.59,1871.574,187.026,725.474,92.126,2,1.0,3.0,6381.514,1,6381.514
4183,68861,2008-04-14,74145,GB,Checked-out,2007-06-12,2008-04-14,2008-04-16,1,,8,14,0,23126.984,2312.786,3585.614,36570.956,4366.568,436.832,9077.404,835.996,5,3.0,2.0,11563.492,14,825.9637142857143
4187,77112,2008-04-15,88668,MLT,Checked-out,2008-04-15,2008-04-15,2008-04-19,1,,3,3,0,25621.467,2562.081,5378.202,43814.746,1559.645,155.855,16633.634,2660.266,5,9.0,4.0,6405.36675,3,2135.12225
4188,77135,2008-04-15,51869,HR,Checked-out,2008-04-15,2008-04-15,2008-04-16,1,,1,1,0,4411.025,441.139,472.31,4774.054,311.929,31.171,51.1,0.0,6,4.0,1.0,4411.025,1,4411.025
4190,77030,2008-04-15,107205,HR,Checked-out,2008-04-11,2008-04-15,2008-04-16,1,,3,3,0,19016.427,1901.577,1995.09,20105.514,935.787,93.513,153.3,0.0,4,4.0,1.0,19016.427,3,6338.809
4192,77082,2008-04-15,619,HR,Checked-out,2008-04-12,2008-04-15,2008-04-20,1,,1,1,0,6945.293,694.449,819.133,8397.409,1247.716,124.684,204.4,0.0,2,10.0,5.0,1389.0585999999998,1,1389.0585999999998
4193,76968,2008-04-15,61246,HR,Checked-out,2008-04-10,2008-04-15,2008-04-19,1,,1,1,0,4411.025,441.139,472.31,4774.054,311.929,31.171,51.1,0.0,3,10.0,4.0,1102.75625,1,1102.75625
4195,77060,2008-04-15,29367,HR,Checked-out,2008-04-12,2008-04-15,2008-04-17,1,,2,2,0,8822.05,882.278,944.62,9548.108,623.858,62.342,102.2,0.0,2,10.0,2.0,4411.025,2,2205.5125
4199,77076,2008-04-15,88668,MLT,Checked-out,2008-04-12,2008-04-15,2008-04-18,1,,2,2,0,25621.467,2562.081,5378.202,43814.746,1559.645,155.855,16633.634,2660.266,5,9.0,3.0,8540.489,2,4270.2445
4200,76841,2008-04-15,5752,HR,Checked-out,2008-04-05,2008-04-15,2008-04-17,1,,2,2,0,7954.664,795.408,857.75,8680.722,623.858,62.342,102.2,0.0,3,10.0,2.0,3977.332,2,1988.666
4202,77064,2008-04-15,97257,HR,Checked-out,2008-04-12,2008-04-15,2008-04-19,1,,4,4,0,22055.125,2205.695,2453.676,27026.644,1559.645,155.855,3411.874,92.126,3,10.0,4.0,5513.78125,4,1378.4453125
4203,77062,2008-04-15,619,HR,Checked-out,2008-04-12,2008-04-15,2008-04-17,1,,1,1,0,6945.293,694.449,819.133,8397.409,1247.716,124.684,204.4,0.0,5,10.0,2.0,3472.6465,1,3472.6465
4204,76805,2008-04-15,73430,HR,Checked-out,2008-04-04,2008-04-15,2008-04-16,1,,14,26,0,99011.725,9901.136,15828.809,171550.292,19649.483,1965.817,52889.084,3961.856,5,2.0,1.0,99011.725,26,3808.1432692307694
4206,76998,2008-04-15,108563,HR,Checked-out,2008-04-10,2008-04-15,2008-04-16,1,,2,2,0,10653.328,1065.362,1127.704,11379.386,623.858,62.342,102.2,0.0,3,2.0,1.0,10653.328,2,5326.664
4209,77110,2008-04-15,74795,HR,Checked-out,2008-04-15,2008-04-15,2008-04-16,1,,2,2,0,8147.384,814.68,969.148,11431.216,623.858,62.342,2659.974,92.126,5,4.0,1.0,8147.384,2,4073.692
4211,76828,2008-04-15,29208,HR,Checked-out,2008-04-04,2008-04-15,2008-04-26,1,,1,1,0,11546.41,1154.568,1354.807,13112.771,935.787,93.513,630.574,106.726,2,9.0,11.0,1049.6736363636364,1,1049.6736363636364
4212,77063,2008-04-15,97257,HR,Checked-out,2008-04-12,2008-04-15,2008-04-19,1,,1,1,0,22055.125,2205.695,2453.676,27026.644,1559.645,155.855,3411.874,92.126,3,10.0,4.0,5513.78125,1,5513.78125
4215,76794,2008-04-15,48548,HR,Checked-out,2008-04-03,2008-04-15,2008-04-16,1,,1,1,0,4411.025,441.139,472.31,4774.054,311.929,31.171,51.1,0.0,3,10.0,1.0,4411.025,1,4411.025
4218,76983,2008-04-15,12114,HR,Checked-out,2008-04-10,2008-04-15,2008-04-17,1,,3,3,0,13233.075,1323.417,1416.93,14322.162,935.787,93.513,153.3,0.0,2,10.0,2.0,6616.5375,3,2205.5125000000003
4223,76755,2008-04-15,21683,HR,Checked-out,2008-04-02,2008-04-15,2008-04-16,1,,1,1,0,816.36,81.64,98.53,923.47,42.73,4.27,64.38,12.62,3,10.0,1.0,816.36,1,816.36
4231,76892,2008-04-15,619,HR,Checked-out,2008-04-08,2008-04-15,2008-04-17,1,,1,1,0,6945.293,694.449,819.133,8397.409,1247.716,124.684,204.4,0.0,2,10.0,2.0,3472.6465,1,3472.6465
4237,77039,2008-04-15,63990,I,Checked-out,2008-04-11,2008-04-15,2008-04-17,1,,1,1,0,5953.223,595.315,626.486,6316.252,311.929,31.171,51.1,0.0,2,9.0,2.0,2976.6115,1,2976.6115
4239,77120,2008-04-15,88865,HR,Checked-out,2008-04-15,2008-04-15,2008-04-16,1,,1,1,0,5519.457,551.953,609.477,6002.133,311.929,31.171,170.747,26.353,5,3.0,1.0,5519.457,1,5519.457
4240,76757,2008-04-15,63958,CH,Checked-out,2008-04-02,2008-04-15,2008-04-18,1,,1,1,0,5519.457,551.953,609.258,6000.892,311.929,31.171,169.506,26.134,5,9.0,3.0,1839.8190000000002,1,1839.8190000000002
4241,70784,2008-04-15,73430,HR,Checked-out,2007-08-11,2008-04-15,2008-04-16,1,,21,37,0,99011.725,9901.136,15828.809,171550.292,19649.483,1965.817,52889.084,3961.856,5,2.0,1.0,99011.725,37,2675.9925675675677
4242,77050,2008-04-15,29174,HR,Checked-out,2008-04-12,2008-04-15,2008-04-18,1,,1,1,0,12034.926,1203.551,1297.064,13124.013,935.787,93.513,153.3,0.0,5,10.0,3.0,4011.642,1,4011.642
4243,77176,2008-04-16,78102,HR,Checked-out,2008-04-16,2008-04-16,2008-04-17,1,,1,1,0,816.36,81.64,85.91,919.09,42.73,4.27,60.0,0.0,5,4.0,1.0,816.36,1,816.36
