reservation_id,stay_date,guest_id,guest_country_id,reservation_status,reservation_date,date_from,date_to,cancel_date,room_cnt,adult_cnt,children_cnt,price,price_tax,total_price_tax,total_price,food_price,food_price_tax,other_price,other_price_tax,room_category_id,sales_channel_id,stay_nights,price_per_night,guest_count,nightly_price_per_guest
75509,2008-02-20,59389,HR,Checked-out,2008-02-14,2008-02-20,2008-02-22,,1,1,0,5524.275,552.464,583.635,5887.304,311.929,31.171,51.1,0.0,5,10.0,2.0,2762.1375,1,2762.1375
75094,2008-02-20,104824,HR,Checked-out,2008-01-29,2008-02-20,2008-02-21,,6,9,0,3750.15,375.03,408.84,4193.34,338.19,33.81,105.0,0.0,6,4.0,1.0,3750.15,9,416.68333333333334
75487,2008-02-20,7557,I,Checked-out,2008-02-13,2008-02-20,2008-02-21,,1,1,0,4414.894,441.504,472.675,4777.923,311.929,31.171,51.1,0.0,3,9.0,1.0,4414.894,1,4414.894
75618,2008-02-20,107434,HR,Checked-out,2008-02-19,2008-02-20,2008-02-21,,1,1,0,3787.897,378.797,409.968,4150.926,311.929,31.171,51.1,0.0,5,10.0,1.0,3787.897,1,3787.897
75213,2008-02-21,29208,HR,Checked-out,2008-02-02,2008-02-21,2008-02-23,,1,1,0,6634.094,663.424,725.766,9725.352,623.858,62.342,2467.4,0.0,3,9.0,2.0,3317.047,1,3317.047
75524,2008-02-21,104743,IL,Checked-out,2008-02-14,2008-02-21,2008-02-22,,1,2,0,5230.815,523.118,585.533,5956.8,623.785,62.415,102.2,0.0,6,3.0,1.0,5230.815,2,2615.4075
75630,2008-02-21,97694,HR,Checked-out,2008-02-19,2008-02-21,2008-02-23,,1,1,0,8859.864,885.928,948.27,9585.922,623.858,62.342,102.2,0.0,2,10.0,2.0,4429.932,1,4429.932
75669,2008-02-21,105662,I,Checked-out,2008-02-20,2008-02-21,2008-02-25,,1,1,0,5542.744,554.289,585.46,5905.773,311.929,31.171,51.1,0.0,5,3.0,4.0,1385.686,1,1385.686
75683,2008-02-21,619,HR,Checked-out,2008-02-20,2008-02-21,2008-02-27,,1,1,0,19901.26,1990.199,2482.803,28502.996,4678.716,467.784,3923.02,24.82,2,10.0,6.0,3316.8766666666666,1,3316.8766666666666
75571,2008-02-21,80610,I,Checked-out,2008-02-16,2008-02-21,2008-02-23,,1,1,0,4429.932,442.964,474.135,4792.961,311.929,31.171,51.1,0.0,3,9.0,2.0,2214.966,1,2214.966
75643,2008-02-21,619,HR,Checked-out,2008-02-19,2008-02-21,2008-02-25,,1,1,0,19901.26,1990.199,2482.803,28502.996,4678.716,467.784,3923.02,24.82,5,10.0,4.0,4975.315,1,4975.315
75581,2008-02-21,47282,HR,Checked-out,2008-02-16,2008-02-21,2008-02-22,,5,5,0,29891.31,2988.985,3144.84,31706.455,1559.645,155.855,255.5,0.0,3,10.0,1.0,29891.31,5,5978.262000000001
75667,2008-02-21,107453,HR,Checked-out,2008-02-20,2008-02-21,2008-02-22,,1,1,0,4429.932,442.964,474.135,4792.961,311.929,31.171,51.1,0.0,3,3.0,1.0,4429.932,1,4429.932
75686,2008-02-21,29044,HR,Checked-out,2008-02-21,2008-02-21,2008-02-22,,1,1,0,5542.744,554.289,585.46,5905.773,311.929,31.171,51.1,0.0,6,10.0,1.0,5542.744,1,5542.744
75709,2008-02-21,560,HR,Checked-out,2008-02-21,2008-02-21,2008-02-22,,1,1,0,816.36,81.64,85.91,866.09,42.73,4.27,7.0,0.0,7,4.0,1.0,816.36,1,816.36
75693,2008-02-21,619,HR,Checked-out,2008-02-21,2008-02-21,2008-02-24,,1,2,0,19901.26,1990.199,2482.803,28502.996,4678.716,467.784,3923.02,24.82,3,10.0,3.0,6633.753333333333,2,3316.8766666666666
75580,2008-02-21,20168,HR,Checked-out,2008-02-16,2008-02-21,2008-02-23,,1,1,0,2833.203,283.313,314.484,3196.232,311.929,31.171,51.1,0.0,3,9.0,2.0,1416.6015,1,1416.6015
75638,2008-02-21,88865,HR,Checked-out,2008-02-19,2008-02-21,2008-02-22,,3,3,0,16698.531,1669.875,2032.101,20475.405,935.787,93.513,2841.087,268.713,3,3.0,1.0,16698.531,3,5566.177
75512,2008-02-21,66836,HR,Checked-out,2008-02-14,2008-02-21,2008-02-22,,1,1,0,4429.932,442.964,520.198,5257.898,311.929,31.171,516.037,46.063,2,10.0,1.0,4429.932,1,4429.932
75682,2008-02-21,45877,HR,Checked-out,2008-02-20,2008-02-21,2008-02-22,,1,1,0,4429.932,442.964,474.135,4938.961,311.929,31.171,197.1,0.0,2,10.0,1.0,4429.932,1,4429.932
75628,2008-02-21,97694,HR,Checked-out,2008-02-19,2008-02-21,2008-02-23,,1,1,0,8859.864,885.928,948.27,9585.922,623.858,62.342,102.2,0.0,2,10.0,2.0,4429.932,1,4429.932
75609,2008-02-21,89796,HR,Checked-out,2008-02-17,2008-02-21,2008-02-23,,1,1,0,4429.932,442.964,474.135,5698.161,311.929,31.171,956.3,0.0,3,3.0,2.0,2214.966,1,2214.966
75670,2008-02-22,107454,SLO,Checked-out,2008-02-20,2008-02-22,2008-02-23,,3,3,0,17608.695,1760.979,1874.786,18789.908,935.787,93.513,245.426,20.294,5,9.0,1.0,17608.695,3,5869.565
75644,2008-02-22,76551,I,Checked-out,2008-02-19,2008-02-22,2008-02-23,,1,1,0,4420.807,442.088,473.259,4783.836,311.929,31.171,51.1,0.0,3,4.0,1.0,4420.807,1,4420.807
75236,2008-02-22,44181,HR,Checked-out,2008-02-02,2008-02-22,2008-02-24,,1,1,0,2585.66,258.566,289.737,2948.689,311.929,31.171,51.1,0.0,3,2.0,2.0,1292.83,1,1292.83
75575,2008-02-22,81445,NL,Checked-out,2008-02-16,2008-02-22,2008-02-29,,2,2,0,14061.26,1406.126,1530.883,16608.303,1247.643,124.757,1299.4,0.0,2,1.0,7.0,2008.7514285714285,2,1004.3757142857143
75741,2008-02-22,107515,MAC,Checked-out,2008-02-22,2008-02-22,2008-02-24,,2,3,0,13069.19,1306.919,1400.505,14158.204,935.714,93.586,153.3,0.0,6,3.0,2.0,6534.595,3,2178.1983333333333
75725,2008-02-22,6340,HR,Checked-out,2008-02-22,2008-02-22,2008-02-23,,4,4,0,15172.028,1517.232,1641.916,16624.144,1247.716,124.684,204.4,0.0,5,4.0,1.0,15172.028,4,3793.007
75688,2008-02-22,45877,HR,Checked-out,2008-02-21,2008-02-22,2008-02-23,,1,1,0,4420.807,442.088,509.759,5075.836,311.929,31.171,343.1,36.5,3,10.0,1.0,4420.807,1,4420.807
75647,2008-02-22,107437,HR,Checked-out,2008-02-19,2008-02-22,2008-02-23,,2,3,0,10751.148,1075.144,1168.73,11840.162,935.714,93.586,153.3,0.0,2,10.0,1.0,10751.148,3,3583.716
75671,2008-02-22,5620,HR,Checked-out,2008-02-20,2008-02-22,2008-02-23,,1,1,0,4420.807,442.088,473.259,4783.836,311.929,31.171,51.1,0.0,3,4.0,1.0,4420.807,1,4420.807
75626,2008-02-22,1700,HR,Checked-out,2008-02-19,2008-02-22,2008-02-23,,3,3,0,13240.448,1323.928,1448.612,14692.564,1247.716,124.684,204.4,0.0,3,10.0,1.0,13240.448,3,4413.482666666667
75479,2008-02-22,37692,HR,Checked-out,2008-02-13,2008-02-22,2008-02-24,,1,1,0,3310.112,330.982,424.422,3956.162,311.929,31.171,334.121,62.269,3,10.0,2.0,1655.056,1,1655.056
75704,2008-02-22,13614,HR,Checked-out,2008-02-21,2008-02-22,2008-02-23,,1,1,0,5531.575,553.121,584.292,5894.604,311.929,31.171,51.1,0.0,5,10.0,1.0,5531.575,1,5531.575
75742,2008-02-22,95036,I,Checked-out,2008-02-22,2008-02-22,2008-02-23,,1,1,0,5966.144,596.629,719.926,6748.047,311.929,31.171,469.974,92.126,4,3.0,1.0,5966.144,1,5966.144
74929,2008-02-23,78342,HR,Checked-out,2008-01-23,2008-02-23,2008-02-24,,1,1,0,816.36,81.64,85.91,866.09,42.73,4.27,7.0,0.0,3,4.0,1.0,816.36,1,816.36
75645,2008-02-23,89796,HR,Checked-out,2008-02-19,2008-02-23,2008-02-26,,1,1,0,4434.385,443.475,474.646,4797.414,311.929,31.171,51.1,0.0,3,3.0,3.0,1478.1283333333333,1,1478.1283333333333
75772,2008-02-23,107531,HR,Checked-out,2008-02-23,2008-02-23,2008-02-24,,1,2,0,5236.509,523.629,586.044,5962.494,623.785,62.415,102.2,0.0,5,4.0,1.0,5236.509,2,2618.2545
75723,2008-02-23,20534,HR,Checked-out,2008-02-22,2008-02-23,2008-02-25,,2,2,0,11096.73,1109.746,1172.088,16281.628,623.858,62.342,4561.04,0.0,6,4.0,2.0,5548.365,2,2774.1825
75547,2008-02-23,62927,HR,Checked-out,2008-02-15,2008-02-23,2008-02-24,,1,1,0,1632.72,163.28,171.82,1732.18,85.46,8.54,14.0,0.0,3,10.0,1.0,1632.72,1,1632.72
75778,2008-02-23,105870,HR,Checked-out,2008-02-23,2008-02-23,2008-02-24,,1,2,0,723.05,72.3,80.85,822.5,85.45,8.55,14.0,0.0,5,4.0,1.0,723.05,2,361.525
75754,2008-02-23,81445,NL,Checked-out,2008-02-23,2008-02-23,2008-03-05,,1,1,0,7415.924,741.534,1309.62,10424.838,623.858,62.342,2385.056,505.744,2,1.0,11.0,674.1749090909091,1,674.1749090909091
75739,2008-02-23,96730,HR,Checked-out,2008-02-22,2008-02-23,2008-02-24,,2,2,0,11096.73,1109.746,1172.088,11917.688,623.858,62.342,197.1,0.0,5,4.0,1.0,11096.73,2,5548.365
75677,2008-02-23,62927,HR,Checked-out,2008-02-20,2008-02-23,2008-02-24,,1,1,0,1632.72,163.28,171.82,1732.18,85.46,8.54,14.0,0.0,3,10.0,1.0,1632.72,1,1632.72
75776,2008-02-23,10551,HR,Checked-out,2008-02-23,2008-02-23,2008-02-24,,1,2,0,773.64,77.36,85.91,873.09,85.45,8.55,14.0,0.0,2,4.0,1.0,773.64,2,386.82
75775,2008-02-23,107540,J,Checked-out,2008-02-23,2008-02-23,2008-02-27,,1,1,0,4434.385,443.475,474.646,5702.614,311.929,31.171,956.3,0.0,3,3.0,4.0,1108.59625,1,1108.59625
75777,2008-02-23,107541,HR,Checked-out,2008-02-23,2008-02-23,2008-02-24,,1,2,0,946.36,94.64,103.19,1338.81,85.45,8.55,307.0,0.0,5,4.0,1.0,946.36,2,473.18
75773,2008-02-23,107533,HR,Checked-out,2008-02-23,2008-02-23,2008-02-24,,1,2,0,5236.509,523.629,586.044,5962.494,623.785,62.415,102.2,0.0,5,4.0,1.0,5236.509,2,2618.2545
75760,2008-02-23,107523,HR,Checked-out,2008-02-23,2008-02-23,2008-02-24,,1,2,0,5236.509,523.629,586.044,10145.394,623.785,62.415,4285.1,0.0,5,10.0,1.0,5236.509,2,2618.2545
75779,2008-02-23,89125,SLO,Checked-out,2008-02-23,2008-02-23,2008-02-24,,1,2,0,723.05,72.3,93.47,879.88,85.45,8.55,71.38,12.62,5,3.0,1.0,723.05,2,361.525
75774,2008-02-23,107539,UKR,Checked-out,2008-02-23,2008-02-23,2008-02-24,,1,1,0,4420.807,442.088,473.259,4783.836,311.929,31.171,51.1,0.0,3,3.0,1.0,4420.807,1,4420.807
75717,2008-02-23,55949,HR,Checked-out,2008-02-22,2008-02-23,2008-02-24,,6,6,0,2470.92,247.08,272.7,2769.3,256.38,25.62,42.0,0.0,3,2.0,1.0,2470.92,6,411.82
75787,2008-02-24,107562,HR,Checked-out,2008-02-24,2008-02-24,2008-02-25,,1,1,0,459.09,45.91,50.18,508.82,42.73,4.27,7.0,0.0,2,4.0,1.0,459.09,1,459.09
75783,2008-02-24,107547,CDN,Checked-out,2008-02-24,2008-02-24,2008-02-28,,1,1,0,4434.385,443.475,474.646,4797.414,311.929,31.171,51.1,0.0,3,3.0,4.0,1108.59625,1,1108.59625
75692,2008-02-24,9542,HR,Checked-out,2008-02-21,2008-02-24,2008-02-25,,12,12,0,70950.16,7095.6,7594.336,76758.624,4990.864,498.736,817.6,0.0,3,10.0,1.0,70950.16,12,5912.513333333333
75780,2008-02-24,107544,I,Checked-out,2008-02-24,2008-02-24,2008-02-25,,1,2,0,6641.029,664.081,1058.208,9166.902,623.785,62.415,1902.088,331.712,4,3.0,1.0,6641.029,2,3320.5145
75756,2008-02-24,10638,HR,Checked-out,2008-02-23,2008-02-24,2008-02-26,,1,1,0,5548.365,554.873,586.044,7400.594,311.929,31.171,1540.3,0.0,5,10.0,2.0,2774.1825,1,2774.1825
75788,2008-02-24,107564,I,Checked-out,2008-02-24,2008-02-24,2008-02-25,,2,2,0,8868.77,886.95,949.292,9770.028,623.858,62.342,277.4,0.0,4,3.0,1.0,8868.77,2,4434.385
75794,2008-02-25,91866,BEL,Checked-out,2008-02-25,2008-02-25,2008-02-26,,1,1,0,4724.998,472.529,503.7,5088.027,311.929,31.171,51.1,0.0,6,3.0,1.0,4724.998,1,4724.998
75791,2008-02-25,107568,I,Checked-out,2008-02-25,2008-02-25,2008-02-26,,1,1,0,612.09,61.21,65.48,661.82,42.73,4.27,7.0,0.0,2,3.0,1.0,612.09,1,612.09
75790,2008-02-25,101412,HR,Checked-out,2008-02-25,2008-02-25,2008-02-26,,1,1,0,816.36,81.64,85.91,866.09,42.73,4.27,7.0,0.0,2,4.0,1.0,816.36,1,816.36
75699,2008-02-25,106493,HR,Checked-out,2008-02-21,2008-02-25,2008-02-28,,1,1,0,4458.767,445.884,566.626,5717.725,311.929,31.171,947.029,89.571,2,2.0,3.0,1486.2556666666667,1,1486.2556666666667
75789,2008-02-25,105747,I,Checked-out,2008-02-25,2008-02-25,2008-02-26,,1,1,0,5548.365,554.873,586.044,7093.994,311.929,31.171,1233.7,0.0,5,3.0,1.0,5548.365,1,5548.365
75757,2008-02-25,107520,I,Checked-out,2008-02-23,2008-02-25,2008-02-26,,2,4,0,10376.074,1037.622,1162.452,19894.544,1247.57,124.83,8270.9,0.0,5,9.0,1.0,10376.074,4,2594.0185
75781,2008-02-25,107545,GR,Checked-out,2008-02-24,2008-02-25,2008-02-28,,1,1,0,6662.345,666.198,697.369,7025.374,311.929,31.171,51.1,0.0,5,1.0,3.0,2220.7816666666668,1,2220.7816666666668
75748,2008-02-25,1851,HR,Checked-out,2008-02-23,2008-02-25,2008-02-26,,1,1,0,4434.385,443.475,474.646,9203.694,311.929,31.171,4457.38,0.0,2,10.0,1.0,4434.385,1,4434.385
75782,2008-02-25,72663,HR,Checked-out,2008-02-24,2008-02-25,2008-02-26,,1,1,0,2470.985,247.115,270.6,2744.5,235.015,23.485,38.5,0.0,5,10.0,1.0,2470.985,1,2470.985
75123,2008-02-25,74270,HR,Checked-out,2008-01-30,2008-02-25,2008-02-27,,1,2,0,5236.436,523.629,586.044,5962.421,623.785,62.415,102.2,0.0,2,10.0,2.0,2618.218,2,1309.109
75792,2008-02-25,107569,I,Checked-out,2008-02-25,2008-02-25,2008-02-26,,1,1,0,952.73,95.27,99.54,1491.46,42.73,4.27,496.0,0.0,3,3.0,1.0,952.73,1,952.73
75523,2008-02-26,107362,HR,Checked-out,2008-02-14,2008-02-26,2008-02-28,,1,1,0,457.27,45.73,50.0,507.0,42.73,4.27,7.0,0.0,3,4.0,2.0,228.635,1,228.635
75276,2008-02-26,107196,HR,Checked-out,2008-02-05,2008-02-26,2008-02-27,,1,1,0,3352.598,335.289,545.602,5507.485,311.929,31.171,1842.958,179.142,3,4.0,1.0,3352.598,1,3352.598
75678,2008-02-26,55949,HR,Checked-out,2008-02-20,2008-02-26,2008-02-28,,1,1,0,411.82,41.18,45.45,461.55,42.73,4.27,7.0,0.0,3,2.0,2.0,205.91,1,205.91
75730,2008-02-26,37692,HR,Checked-out,2008-02-22,2008-02-26,2008-02-27,,4,4,0,14397.06,1439.706,1564.39,15849.176,1247.716,124.684,204.4,0.0,6,3.0,1.0,14397.06,4,3599.265
75744,2008-02-26,107227,HR,Checked-out,2008-02-23,2008-02-26,2008-02-28,,3,3,0,16592.316,1659.144,1752.657,17681.403,935.787,93.513,153.3,0.0,5,10.0,2.0,8296.158,3,2765.386
75753,2008-02-26,23589,I,Checked-out,2008-02-23,2008-02-26,2008-03-04,,1,2,0,33570.291,3357.124,4172.023,40318.192,3119.29,311.71,3628.611,503.189,5,1.0,7.0,4795.755857142857,2,2397.8779285714286
75721,2008-02-26,23589,I,Checked-out,2008-02-22,2008-02-26,2008-03-08,,1,1,0,33570.291,3357.124,4172.023,40318.192,3119.29,311.71,3628.611,503.189,5,1.0,11.0,3051.8446363636363,1,3051.8446363636363
75820,2008-02-26,27367,HR,Checked-out,2008-02-26,2008-02-26,2008-02-27,,2,2,0,6619.056,661.964,724.306,7345.114,623.858,62.342,102.2,0.0,3,10.0,1.0,6619.056,2,3309.528
75822,2008-02-26,60652,HR,Checked-out,2008-02-26,2008-02-26,2008-02-27,,1,1,0,3309.528,330.982,362.153,3672.557,311.929,31.171,51.1,0.0,5,10.0,1.0,3309.528,1,3309.528
75151,2008-02-26,89373,HR,Checked-out,2008-01-31,2008-02-26,2008-02-29,,1,1,0,4420.15,442.015,473.186,4783.179,311.929,31.171,51.1,0.0,3,4.0,3.0,1473.3833333333332,1,1473.3833333333332
75731,2008-02-26,9482,HR,Checked-out,2008-02-22,2008-02-26,2008-02-27,,1,1,0,4420.15,442.015,473.186,4783.179,311.929,31.171,51.1,0.0,3,10.0,1.0,4420.15,1,4420.15
75720,2008-02-26,23589,I,Checked-out,2008-02-22,2008-02-26,2008-03-08,,1,1,0,33570.291,3357.124,4172.023,40318.192,3119.29,311.71,3628.611,503.189,5,1.0,11.0,3051.8446363636363,1,3051.8446363636363
75806,2008-02-26,107577,HR,Checked-out,2008-02-26,2008-02-26,2008-02-28,,1,1,0,989.09,98.91,103.18,1038.82,42.73,4.27,7.0,0.0,6,4.0,2.0,494.545,1,494.545
75461,2008-02-26,107322,HR,Checked-out,2008-02-12,2008-02-26,2008-02-27,,1,1,0,4420.15,442.015,473.186,4783.179,311.929,31.171,51.1,0.0,3,4.0,1.0,4420.15,1,4420.15
75382,2008-02-26,105785,HR,Checked-out,2008-02-08,2008-02-26,2008-03-01,,1,1,0,4420.15,442.015,473.186,4783.179,311.929,31.171,51.1,0.0,3,10.0,4.0,1105.0375,1,1105.0375
75823,2008-02-26,560,HR,Checked-out,2008-02-26,2008-02-26,2008-02-27,,1,1,0,816.36,81.64,85.91,866.09,42.73,4.27,7.0,0.0,2,4.0,1.0,816.36,1,816.36
75679,2008-02-26,26620,HR,Checked-out,2008-02-20,2008-02-26,2008-03-01,,1,1,0,3792.423,379.235,410.406,4155.452,311.929,31.171,51.1,0.0,3,2.0,4.0,948.10575,1,948.10575
75765,2008-02-27,29208,HR,Checked-out,2008-02-23,2008-02-27,2008-02-28,,2,2,0,12242.903,1224.21,1317.723,14178.79,935.787,93.513,1000.1,0.0,6,9.0,1.0,12242.903,2,6121.4515
75749,2008-02-27,106965,I,Checked-out,2008-02-23,2008-02-27,2008-02-29,,2,2,0,8169.576,817.016,903.959,9007.543,623.858,62.342,214.109,24.601,6,9.0,2.0,4084.788,2,2042.394
75885,2008-02-27,1060,HR,Checked-out,2008-02-27,2008-02-27,2008-02-29,,1,1,0,4418.836,441.869,473.04,4781.865,311.929,31.171,51.1,0.0,3,10.0,2.0,2209.418,1,2209.418
75732,2008-02-27,23589,I,Checked-out,2008-02-22,2008-02-27,2008-03-22,,1,1,0,40540.258,4054.566,4429.494,45871.74,3431.219,342.881,1900.263,32.047,5,1.0,24.0,1689.1774166666667,1,1689.1774166666667
75701,2008-02-27,11175,HR,Checked-out,2008-02-21,2008-02-27,2008-02-29,,4,4,0,15551.336,1555.192,1679.876,17470.652,1247.716,124.684,671.6,0.0,5,10.0,2.0,7775.668,4,1943.917
75889,2008-02-27,107612,D,Checked-out,2008-02-27,2008-02-27,2008-02-28,,1,1,0,816.36,81.64,85.91,866.09,42.73,4.27,7.0,0.0,6,3.0,1.0,816.36,1,816.36
75888,2008-02-27,107611,MNE,Checked-out,2008-02-27,2008-02-27,2008-02-28,,1,1,0,816.36,81.64,85.91,866.09,42.73,4.27,7.0,0.0,6,3.0,1.0,816.36,1,816.36
75811,2008-02-27,55949,HR,Checked-out,2008-02-26,2008-02-27,2008-02-28,,1,1,0,823.64,82.36,90.9,923.1,85.46,8.54,14.0,0.0,3,2.0,1.0,823.64,1,823.64
75690,2008-02-27,54606,HR,Checked-out,2008-02-21,2008-02-27,2008-02-29,,2,2,0,8837.672,883.738,1038.206,9982.604,623.858,62.342,521.074,92.126,2,10.0,2.0,4418.836,2,2209.418
75883,2008-02-27,107602,HR,Checked-out,2008-02-27,2008-02-27,2008-02-28,,1,1,0,816.36,81.64,85.91,866.09,42.73,4.27,7.0,0.0,6,4.0,1.0,816.36,1,816.36
75402,2008-02-27,66960,HR,Checked-out,2008-02-09,2008-02-27,2008-02-29,,1,1,0,816.36,81.64,85.91,866.09,42.73,4.27,7.0,0.0,2,3.0,2.0,408.18,1,408.18
75887,2008-02-27,63092,I,Checked-out,2008-02-27,2008-02-27,2008-02-28,,1,1,0,4418.836,441.869,473.04,4781.865,311.929,31.171,51.1,0.0,6,3.0,1.0,4418.836,1,4418.836
75863,2008-02-27,67595,I,Checked-out,2008-02-27,2008-02-27,2008-02-28,,1,2,0,8065.332,806.504,868.919,12142.017,623.785,62.415,3452.9,0.0,6,9.0,1.0,8065.332,2,4032.666
75827,2008-02-27,20168,HR,Checked-out,2008-02-27,2008-02-27,2008-03-01,,1,1,0,2825.83,282.583,313.754,3188.859,311.929,31.171,51.1,0.0,2,9.0,3.0,941.9433333333333,1,941.9433333333333
75819,2008-02-27,66644,HR,Checked-out,2008-02-26,2008-02-27,2008-02-28,,1,1,0,4418.836,441.869,473.04,4781.865,311.929,31.171,51.1,0.0,2,10.0,1.0,4418.836,1,4418.836
75770,2008-02-27,104595,I,Checked-out,2008-02-23,2008-02-27,2008-02-29,,8,8,0,31102.672,3110.384,3451.878,34425.778,2495.432,249.368,827.674,92.126,2,3.0,2.0,15551.336,8,1943.917
75900,2008-02-28,107002,HR,Checked-out,2008-02-28,2008-02-28,2008-02-29,,1,2,0,946.36,94.64,103.19,1045.81,85.45,8.55,14.0,0.0,5,4.0,1.0,946.36,2,473.18
75801,2008-02-28,106493,HR,Checked-out,2008-02-26,2008-02-28,2008-03-02,,1,2,0,26489.729,2648.951,3586.417,35721.163,2183.43,218.27,7048.004,719.196,2,2.0,3.0,8829.909666666666,2,4414.954833333333
75759,2008-02-28,6340,HR,Checked-out,2008-02-23,2008-02-28,2008-02-29,,4,4,0,15541.992,1554.316,1679.0,16994.108,1247.716,124.684,204.4,0.0,5,4.0,1.0,15541.992,4,3885.498
75769,2008-02-28,107528,HR,Checked-out,2008-02-23,2008-02-28,2008-02-29,,1,1,0,4416.208,441.65,472.821,4779.237,311.929,31.171,51.1,0.0,2,10.0,1.0,4416.208,1,4416.208
75824,2008-02-28,6938,HR,Checked-out,2008-02-27,2008-02-28,2008-03-01,,1,2,0,5214.025,521.366,583.781,5940.01,623.785,62.415,102.2,0.0,5,10.0,2.0,2607.0125,2,1303.50625
75681,2008-02-28,106493,HR,Checked-out,2008-02-20,2008-02-28,2008-03-02,,4,4,0,26489.729,2648.951,3586.417,35721.163,2183.43,218.27,7048.004,719.196,2,2.0,3.0,8829.909666666666,4,2207.4774166666666
75729,2008-02-28,4965,HR,Checked-out,2008-02-22,2008-02-28,2008-02-29,,1,1,0,3306.535,330.69,361.861,3669.564,311.929,31.171,51.1,0.0,3,10.0,1.0,3306.535,1,3306.535
75237,2008-02-29,44181,HR,Checked-out,2008-02-02,2008-02-29,2008-03-02,,1,1,0,2589.821,259.004,290.175,2952.85,311.929,31.171,51.1,0.0,3,2.0,2.0,1294.9105,1,1294.9105
75906,2008-02-29,76995,HR,Checked-out,2008-02-28,2008-02-29,2008-03-01,,1,1,0,4427.596,442.745,473.916,4790.625,311.929,31.171,51.1,0.0,3,2.0,1.0,4427.596,1,4427.596
75826,2008-02-29,89796,HR,Checked-out,2008-02-27,2008-02-29,2008-03-01,,1,1,0,4427.596,442.745,473.916,4790.625,311.929,31.171,51.1,0.0,3,3.0,1.0,4427.596,1,4427.596
75949,2008-02-29,105459,HR,Checked-out,2008-02-29,2008-02-29,2008-03-01,,1,2,0,5227.968,522.826,585.241,5953.953,623.785,62.415,102.2,0.0,3,10.0,1.0,5227.968,2,2613.984
75795,2008-02-29,104218,HR,Checked-out,2008-02-26,2008-02-29,2008-03-01,,2,2,0,8855.192,885.49,947.832,9581.25,623.858,62.342,102.2,0.0,3,10.0,1.0,8855.192,2,4427.596
75939,2008-02-29,87925,HR,Checked-out,2008-02-29,2008-02-29,2008-03-01,,1,1,0,989.09,98.91,103.18,1038.82,42.73,4.27,7.0,0.0,4,4.0,1.0,989.09,1,989.09
75876,2008-02-29,106965,I,Checked-out,2008-02-27,2008-02-29,2008-03-01,,2,2,0,6630.59,662.986,739.928,7415.048,623.858,62.342,160.6,14.6,3,9.0,1.0,6630.59,2,3315.295
75910,2008-02-29,619,HR,Checked-out,2008-02-28,2008-02-29,2008-03-05,,1,1,0,5523.107,552.245,677.002,10997.45,1247.643,124.757,4226.7,0.0,5,10.0,5.0,1104.6214,1,1104.6214
75932,2008-02-29,23589,I,Checked-out,2008-02-29,2008-02-29,2008-03-10,,1,2,0,27092.417,2709.103,3138.854,31013.466,2807.288,280.612,1113.761,149.139,3,1.0,10.0,2709.2417,2,1354.62085
75937,2008-02-29,23476,HR,Checked-out,2008-02-29,2008-02-29,2008-03-01,,1,1,0,5539.897,553.997,585.168,5902.926,311.929,31.171,51.1,0.0,6,10.0,1.0,5539.897,1,5539.897
75892,2008-02-29,107613,HR,Checked-out,2008-02-28,2008-02-29,2008-03-01,,1,1,0,4427.596,442.745,605.535,5389.006,311.929,31.171,649.481,131.619,2,10.0,1.0,4427.596,1,4427.596
75891,2008-02-29,42306,I,Checked-out,2008-02-28,2008-02-29,2008-03-01,,3,3,0,13282.788,1328.235,1421.748,14371.875,935.787,93.513,153.3,0.0,2,9.0,1.0,13282.788,3,4427.5960000000005
75420,2008-03-01,85862,I,Checked-out,2008-02-09,2008-03-01,2008-03-07,,1,2,0,5227.968,522.826,585.241,6099.953,623.785,62.415,248.2,0.0,6,3.0,6.0,871.328,2,435.664
75986,2008-03-01,96730,HR,Checked-out,2008-03-01,2008-03-01,2008-03-02,,2,3,0,9655.564,965.571,1059.157,10744.578,935.714,93.586,153.3,0.0,5,4.0,1.0,9655.564,3,3218.5213333333336
75911,2008-03-01,619,HR,Checked-out,2008-02-28,2008-03-01,2008-03-03,,1,2,0,9423.57,942.284,1160.627,16194.977,2183.357,218.343,4588.05,0.0,5,10.0,2.0,4711.785,2,2355.8925
75301,2008-03-01,7016,HR,Checked-out,2008-02-05,2008-03-01,2008-03-02,,4,4,0,17802.072,1780.324,2263.292,23823.404,1247.716,124.684,4773.616,358.284,3,11.0,1.0,17802.072,4,4450.518
75147,2008-03-01,107001,HR,Checked-out,2008-01-31,2008-03-01,2008-03-03,,16,21,0,1671.79,167.21,215.56,2792.64,447.25,44.75,673.6,3.6,5,10.0,2.0,835.895,21,39.80452380952381
75572,2008-03-01,48277,HR,Checked-out,2008-02-16,2008-03-01,2008-03-03,,1,1,0,3170.171,317.039,348.21,3533.2,311.929,31.171,51.1,0.0,3,2.0,2.0,1585.0855,1,1585.0855
75990,2008-03-01,107692,I,Checked-out,2008-03-01,2008-03-01,2008-03-02,,1,2,0,6630.517,663.059,725.474,7356.502,623.785,62.415,102.2,0.0,6,3.0,1.0,6630.517,2,3315.2585
